transactions_id,sale_date,customer_id,gender,age,category,quantiy,price_per_unit,cogs,total_sale,sale_time
1970,2023-05-22,5,Male,59,Electronics,4,500,230,2000,17:44:00
1996,2023-12-07,2,Male,62,Clothing,1,50,25,50,18:49:00
81,2023-06-07,4,Male,40,Electronics,1,50,14.5,50,22:48:00
155,2023-07-18,3,Male,31,Electronics,4,500,150,2000,18:05:00
470,2023-12-26,4,Female,57,Clothing,2,500,165,1000,18:58:00
1081,2023-06-27,5,Male,40,Electronics,1,50,17,50,22:23:00
1155,2023-12-03,3,Male,31,Electronics,4,500,255,2000,18:22:00
1470,2023-06-26,1,Female,57,Clothing,2,500,165,1000,19:47:00
106,2023-05-17,1,Female,46,Clothing,1,50,15,50,18:58:00
818,2023-05-29,4,Male,30,Electronics,1,500,265,500,18:56:00
1106,2023-08-12,3,Female,46,Clothing,1,50,14,50,17:50:00
1818,2023-09-20,4,Male,30,Electronics,1,500,150,500,17:29:00
94,2023-03-13,5,Female,47,Beauty,2,500,250,1000,22:39:00
811,2023-04-15,2,Male,61,Beauty,2,25,6.75,50,18:34:00
881,2023-12-21,4,Male,22,Electronics,1,300,99,300,20:52:00
1094,2023-06-15,1,Female,47,Beauty,2,500,210,1000,20:34:00
1811,2023-12-09,5,Male,61,Beauty,2,25,8.5,50,21:58:00
1881,2023-07-11,5,Male,22,Electronics,1,300,147,300,17:23:00
403,2023-04-22,5,Male,32,Clothing,2,300,78,600,19:31:00
653,2023-11-25,3,Male,54,Clothing,3,25,9.25,75,22:53:00
694,2023-06-30,3,Female,39,Electronics,2,25,10,50,17:47:00
1403,2023-03-25,4,Male,32,Clothing,2,300,162,600,18:20:00
1653,2023-07-23,2,Male,54,Clothing,3,25,12.75,75,19:34:00
1694,2023-01-10,4,Female,39,Electronics,2,25,9.75,50,19:22:00
4,2023-08-27,3,Male,37,Clothing,1,500,200,500,18:12:00
647,2023-03-01,5,Male,59,Clothing,3,500,190,1500,19:53:00
911,2023-07-15,3,Male,42,Electronics,3,300,84,900,17:29:00
1004,2023-01-11,2,Male,37,Clothing,1,500,230,500,21:46:00
1647,2023-05-01,5,Male,59,Clothing,3,500,240,1500,20:26:00
1911,2023-12-13,4,Male,42,Electronics,3,300,75,900,18:33:00
419,2023-03-31,5,Female,44,Clothing,3,30,11.7,90,19:18:00
642,2023-05-04,1,Female,54,Clothing,4,25,12,100,21:40:00
843,2023-01-25,3,Male,21,Beauty,3,500,180,1500,22:46:00
895,2023-08-31,3,Female,55,Clothing,4,30,14.4,120,21:51:00
1419,2023-02-05,3,Female,44,Clothing,3,30,9.3,90,18:42:00
1642,2023-12-27,4,Female,54,Clothing,4,25,11.5,100,18:30:00
1843,2023-09-21,1,Male,21,Beauty,3,500,240,1500,18:58:00
1895,2023-03-27,4,Female,55,Clothing,4,30,15.3,120,20:59:00
31,2023-12-31,3,Male,44,Electronics,4,300,129,1200,17:47:00
37,2023-05-26,2,Female,18,Beauty,3,25,8.75,75,22:42:00
72,2023-12-06,5,Female,20,Electronics,4,500,195,2000,19:19:00
243,2023-06-24,5,Female,47,Electronics,3,300,156,900,18:02:00
281,2023-09-18,4,Female,29,Beauty,4,500,275,2000,20:09:00
489,2023-10-31,1,Male,44,Electronics,1,30,14.4,30,22:01:00
491,2023-12-30,4,Female,60,Electronics,3,300,78,900,21:11:00
729,2023-08-26,3,Male,29,Clothing,4,300,84,1200,22:29:00
822,2023-02-16,3,Female,52,Beauty,3,50,13.5,150,17:39:00
1031,2023-11-12,3,Male,44,Electronics,4,300,126,1200,21:15:00
1037,2023-10-17,2,Female,18,Beauty,3,25,11.5,75,17:38:00
1072,2023-02-24,4,Female,20,Electronics,4,500,180,2000,18:10:00
1243,2023-12-08,4,Female,47,Electronics,3,300,138,900,17:11:00
1281,2023-03-14,4,Female,29,Beauty,4,500,165,2000,19:34:00
1489,2023-04-28,2,Male,44,Electronics,1,30,10.5,30,18:30:00
1491,2023-05-26,107,Female,60,Electronics,3,300,129,900,22:14:00
1729,2023-11-22,82,Male,29,Clothing,4,300,81,1200,18:55:00
1822,2023-09-09,15,Female,52,Beauty,3,50,21,150,17:15:00
840,2023-07-01,60,Male,62,Clothing,2,25,11.75,50,18:59:00
1840,2023-05-12,138,Male,62,Clothing,2,25,11,50,20:22:00
404,2023-02-13,59,Male,46,Electronics,2,500,160,1000,19:55:00
899,2023-05-22,147,Male,26,Clothing,2,300,153,600,21:34:00
990,2023-03-29,68,Female,58,Beauty,2,500,235,1000,21:45:00
1404,2023-08-20,155,Male,46,Electronics,2,500,185,1000,18:15:00
1899,2023-05-03,51,Male,26,Clothing,2,300,99,600,21:03:00
1990,2023-11-22,48,Female,58,Beauty,2,500,155,1000,17:02:00
382,2023-07-14,29,Female,53,Clothing,2,500,245,1000,21:20:00
578,2023-12-05,68,Female,54,Clothing,4,30,9.3,120,22:42:00
923,2023-06-10,62,Male,32,Beauty,3,300,165,900,17:20:00
1382,2023-05-20,139,Female,53,Clothing,2,500,185,1000,18:13:00
1578,2023-11-20,66,Female,54,Clothing,4,30,12,120,18:43:00
1923,2022-04-03,74,Male,32,Beauty,3,300,159,900,17:38:00
307,2022-11-11,32,Female,26,Electronics,2,25,8.5,50,22:54:00
561,2022-07-29,34,Female,64,Clothing,4,500,250,2000,17:04:00
651,2023-09-28,30,Male,51,Clothing,3,50,26,150,21:02:00
1307,2022-01-29,68,Female,26,Electronics,2,25,11.75,50,22:11:00
1561,2023-09-17,16,Female,64,Clothing,4,500,170,2000,19:38:00
1651,2022-12-04,155,Male,51,Clothing,3,50,23.5,150,21:29:00
988,2022-08-05,85,Female,63,Clothing,3,25,8,75,18:41:00
1988,2023-11-30,144,Female,63,Clothing,3,25,7.25,75,18:47:00
67,2023-08-19,119,Female,48,Beauty,4,300,129,1200,20:19:00
1067,2023-10-03,105,Female,48,Beauty,4,300,129,1200,17:01:00
915,2023-10-11,95,Female,26,Beauty,3,30,12.9,90,19:06:00
985,2023-06-13,113,Female,19,Electronics,2,25,9,50,22:33:00
1915,2023-07-10,53,Female,26,Beauty,3,30,9.3,90,22:50:00
1985,2023-03-31,113,Female,19,Electronics,2,25,9.75,50,20:15:00
56,2022-12-27,97,Female,26,Clothing,3,300,120,900,19:37:00
159,2022-11-10,42,Male,26,Clothing,4,50,23.5,200,21:30:00
862,2022-12-11,29,Male,28,Electronics,4,300,78,1200,21:37:00
1056,2022-04-17,54,Female,26,Clothing,3,300,114,900,19:46:00
1159,2023-04-02,41,Male,26,Clothing,4,50,18,200,18:08:00
1862,2022-02-06,64,Male,28,Electronics,4,300,165,1200,22:50:00
315,2023-07-03,122,Male,47,Clothing,2,30,15,60,18:53:00
545,2023-12-19,61,Male,27,Clothing,2,25,8.25,50,17:18:00
902,2022-02-14,108,Female,54,Beauty,1,50,21.5,50,17:16:00
1315,2022-08-31,14,Male,47,Clothing,2,30,12.9,60,20:52:00
1545,2023-07-15,16,Male,27,Clothing,2,25,8.25,50,18:21:00
1902,2022-12-21,97,Female,54,Beauty,1,50,14,50,17:12:00
170,2023-09-21,125,Female,25,Clothing,2,25,12.5,50,20:46:00
685,2023-07-04,90,Male,57,Electronics,2,25,7.75,50,22:15:00
958,2022-01-01,116,Male,62,Electronics,2,25,11,50,21:14:00
1170,2023-01-06,96,Female,25,Clothing,2,25,8,50,17:13:00
1685,2022-04-20,76,Male,57,Electronics,2,25,8.75,50,20:32:00
1958,2022-11-27,125,Male,62,Electronics,2,25,11.75,50,19:19:00
363,2022-05-23,92,Male,64,Beauty,1,25,13.5,25,22:51:00
394,2022-08-19,105,Female,27,Clothing,1,500,165,500,19:27:00
537,2023-10-01,98,Female,21,Beauty,1,500,275,500,18:07:00
1363,2023-07-04,33,Male,64,Beauty,1,25,7.75,25,20:27:00
1394,2022-04-17,14,Female,27,Clothing,1,500,250,500,20:06:00
1537,2022-11-29,116,Female,21,Beauty,1,500,140,500,17:57:00
387,2023-01-26,118,Male,44,Beauty,1,30,9,30,21:58:00
556,2022-02-05,42,Female,18,Electronics,1,50,12.5,50,17:37:00
782,2022-04-13,71,Male,59,Clothing,3,300,150,900,21:51:00
906,2022-07-19,6,Female,20,Clothing,1,50,17,50,17:55:00
1387,2022-07-26,37,Male,44,Beauty,1,30,15.6,30,17:48:00
1556,2023-05-17,35,Female,18,Electronics,1,50,22.5,50,19:13:00
1782,2023-04-07,116,Male,59,Clothing,3,300,141,900,20:23:00
1906,2022-10-01,58,Female,20,Clothing,1,50,26.5,50,20:10:00
560,2023-10-23,7,Female,25,Electronics,1,50,19,50,22:51:00
944,2022-08-23,136,Male,44,Clothing,2,25,12,50,20:22:00
1560,2022-11-13,91,Female,25,Electronics,1,50,18.5,50,17:16:00
1944,2023-07-18,63,Male,44,Clothing,2,25,6.5,50,21:08:00
481,2023-07-13,48,Female,43,Electronics,4,300,114,1200,17:12:00
867,2022-07-24,152,Male,21,Electronics,1,500,185,500,22:40:00
882,2023-10-22,144,Female,64,Electronics,2,25,13.25,50,21:41:00
961,2023-03-22,86,Male,53,Beauty,4,50,23,200,22:36:00
1481,2023-11-09,20,Female,43,Electronics,4,300,114,1200,17:22:00
1867,2023-05-16,144,Male,21,Electronics,1,500,190,500,19:55:00
1882,2023-06-21,15,Female,64,Electronics,2,25,9,50,20:56:00
1961,2022-05-15,95,Male,53,Beauty,4,50,20.5,200,21:17:00
187,2022-02-20,88,Female,64,Clothing,2,50,21,100,20:19:00
446,2022-11-02,104,Male,21,Electronics,1,50,13,50,19:57:00
1187,2023-07-07,52,Female,64,Clothing,2,50,12.5,100,17:05:00
1446,2022-01-23,155,Male,21,Electronics,1,50,23.5,50,18:55:00
539,2023-11-30,135,Male,25,Beauty,1,500,205,500,18:13:00
587,2023-09-04,91,Female,40,Beauty,4,300,99,1200,19:00:00
1539,2022-12-06,96,Male,25,Beauty,1,500,170,500,21:52:00
1587,2022-11-05,140,Female,40,Beauty,4,300,105,1200,20:06:00
212,2023-10-12,105,Male,21,Clothing,3,500,215,1500,18:13:00
765,2022-10-16,77,Male,43,Clothing,4,50,12.5,200,19:03:00
769,2022-09-09,18,Female,31,Electronics,4,30,10.2,120,18:57:00
1212,2022-03-16,142,Male,21,Clothing,3,500,265,1500,18:05:00
1765,2022-10-18,13,Male,43,Clothing,4,50,16,200,22:49:00
1769,2023-10-08,116,Female,31,Electronics,4,30,9.3,120,22:50:00
321,2023-09-24,30,Female,26,Electronics,2,25,9.5,50,19:53:00
356,2023-08-27,71,Male,50,Electronics,3,500,255,1500,18:35:00
510,2023-05-29,14,Female,39,Beauty,4,50,13,200,17:04:00
534,2023-04-27,112,Male,45,Clothing,2,500,140,1000,22:30:00
1321,2023-04-23,155,Female,26,Electronics,2,25,10.5,50,22:54:00
1356,2023-12-18,11,Male,50,Electronics,3,500,245,1500,21:31:00
1510,2022-11-20,124,Female,39,Beauty,4,50,19,200,18:21:00
1534,2022-06-13,72,Male,45,Clothing,2,500,270,1000,19:44:00
104,2022-06-09,129,Female,34,Beauty,2,500,190,1000,22:58:00
110,2022-11-18,149,Male,27,Clothing,3,300,99,900,17:28:00
352,2023-07-28,54,Male,57,Electronics,2,500,175,1000,17:55:00
365,2023-02-23,151,Male,31,Clothing,1,300,93,300,22:12:00
887,2022-02-24,44,Male,59,Clothing,4,25,10,100,19:20:00
1104,2022-07-11,70,Female,34,Beauty,2,500,150,1000,20:13:00
1110,2022-10-26,62,Male,27,Clothing,3,300,114,900,19:14:00
1352,2023-10-19,14,Male,57,Electronics,2,500,260,1000,17:40:00
1365,2023-11-08,18,Male,31,Clothing,1,300,156,300,20:22:00
1887,2023-12-11,113,Male,59,Clothing,4,25,10,100,19:34:00
629,2023-01-05,39,Male,62,Electronics,2,25,8,50,19:55:00
1629,2022-02-17,144,Male,62,Electronics,2,25,10.75,50,20:18:00
655,2022-10-31,19,Female,55,Clothing,1,500,210,500,18:43:00
1655,2023-05-28,8,Female,55,Clothing,1,500,125,500,17:57:00
567,2023-05-08,5,Female,25,Clothing,3,300,144,900,19:53:00
1567,2023-04-07,76,Female,25,Clothing,3,300,162,900,17:10:00
182,2023-06-21,27,Male,62,Beauty,4,30,10.2,120,19:27:00
819,2023-08-15,111,Female,35,Beauty,2,50,26,100,21:59:00
1182,2023-01-03,14,Male,62,Beauty,4,30,12.9,120,21:26:00
1819,2022-11-05,83,Female,35,Beauty,2,50,13.5,100,20:44:00
100,2022-02-08,21,Male,41,Electronics,1,30,9.3,30,19:34:00
833,2023-05-09,85,Male,42,Beauty,4,50,24.5,200,18:39:00
1100,2023-01-20,136,Male,41,Electronics,1,30,13.2,30,18:15:00
1833,2022-01-30,56,Male,42,Beauty,4,50,18,200,17:20:00
542,2023-06-01,50,Female,20,Beauty,1,50,24,50,18:41:00
723,2022-07-14,120,Female,54,Beauty,4,50,20.5,200,21:57:00
726,2022-06-05,72,Male,47,Clothing,4,300,126,1200,19:37:00
1542,2023-05-17,147,Female,20,Beauty,1,50,14.5,50,20:30:00
1723,2022-02-10,40,Female,54,Beauty,4,50,18,200,17:43:00
1726,2023-06-26,13,Male,47,Clothing,4,300,93,1200,18:12:00
488,2022-07-05,26,Female,51,Electronics,3,300,123,900,17:28:00
1488,2022-11-12,9,Female,51,Electronics,3,300,126,900,19:24:00
239,2022-09-19,1,Male,38,Electronics,3,500,165,1500,19:34:00
498,2022-03-22,41,Female,50,Clothing,4,25,8.25,100,22:20:00
532,2022-08-15,92,Female,64,Clothing,4,30,12.9,120,18:04:00
669,2022-01-23,110,Male,24,Beauty,4,300,87,1200,20:24:00
877,2022-10-01,134,Female,58,Clothing,1,25,6.75,25,19:52:00
1239,2022-07-08,134,Male,38,Electronics,3,500,255,1500,20:42:00
1498,2022-08-29,51,Female,50,Clothing,4,25,12.5,100,17:08:00
1532,2022-03-23,51,Female,64,Clothing,4,30,15.6,120,22:48:00
1669,2022-08-04,83,Male,24,Beauty,4,300,123,1200,22:28:00
1877,2023-01-25,72,Female,58,Clothing,1,25,10.5,25,20:19:00
422,2022-08-21,67,Female,28,Clothing,3,30,13.2,90,22:34:00
466,2023-01-11,66,Male,63,Electronics,4,25,13.75,100,21:52:00
1422,2022-05-07,35,Female,28,Clothing,3,30,13.5,90,20:41:00
1466,2023-01-16,64,Male,63,Electronics,4,25,10.75,100,22:27:00
583,2022-01-28,131,Female,24,Electronics,4,25,7.75,100,19:44:00
654,2023-08-14,92,Male,42,Clothing,3,25,9.25,75,17:40:00
1583,2023-11-12,102,Female,24,Electronics,4,25,13,100,22:54:00
1654,2023-10-13,111,Male,42,Clothing,3,25,6.25,75,20:47:00
40,2022-06-07,78,Male,45,Beauty,1,50,24.5,50,21:33:00
699,2022-11-21,129,Female,37,Clothing,4,30,16.2,120,22:21:00
727,2023-11-15,32,Male,55,Beauty,3,300,105,900,18:37:00
830,2022-09-29,77,Female,64,Clothing,3,50,18.5,150,20:19:00
1040,2023-12-12,112,Male,45,Beauty,1,50,21,50,21:24:00
1699,2023-07-29,23,Female,37,Clothing,4,30,12.9,120,21:45:00
1727,2023-08-08,72,Male,55,Beauty,3,300,75,900,21:06:00
1830,2023-03-04,87,Female,64,Clothing,3,50,21,150,18:04:00
224,2022-11-11,99,Female,25,Clothing,1,50,24,50,21:32:00
271,2023-09-12,44,Female,62,Beauty,4,30,9.3,120,18:23:00
1224,2022-01-20,103,Female,25,Clothing,1,50,20,50,17:10:00
1271,2022-01-19,27,Female,62,Beauty,4,30,9,120,19:31:00
36,2023-02-22,40,Male,52,Beauty,3,300,144,900,22:06:00
157,2022-05-15,98,Male,62,Electronics,4,500,170,2000,21:59:00
796,2022-10-01,38,Male,43,Beauty,4,30,7.8,120,19:50:00
839,2023-11-11,130,Female,20,Electronics,4,300,96,1200,21:02:00
927,2022-02-21,83,Male,43,Electronics,4,500,250,2000,17:13:00
1036,2022-08-17,121,Male,52,Beauty,3,300,117,900,18:03:00
1157,2022-12-23,81,Male,62,Electronics,4,500,270,2000,21:24:00
1796,2023-11-12,69,Male,43,Beauty,4,30,11.1,120,18:36:00
1839,2022-08-28,92,Female,20,Electronics,4,300,156,1200,21:57:00
1927,2023-09-06,46,Male,43,Electronics,4,500,180,2000,19:44:00
407,2022-07-16,117,Female,46,Electronics,3,300,138,900,22:17:00
1407,2022-04-10,54,Female,46,Electronics,3,300,120,900,19:41:00
46,2022-11-08,54,Female,20,Electronics,4,300,84,1200,17:50:00
509,2023-07-10,70,Female,37,Electronics,3,300,141,900,19:35:00
874,2022-01-17,90,Male,60,Beauty,1,30,12.6,30,18:14:00
1046,2023-07-21,5,Female,20,Electronics,4,300,156,1200,21:47:00
1509,2022-11-25,67,Female,37,Electronics,3,300,129,900,20:40:00
1874,2022-05-14,126,Male,60,Beauty,1,30,12.6,30,20:58:00
788,2022-06-20,90,Female,52,Beauty,3,300,105,900,18:54:00
1788,2022-05-03,98,Female,52,Beauty,3,300,150,900,20:35:00
378,2022-11-03,81,Male,50,Beauty,1,300,165,300,18:16:00
1378,2022-04-28,27,Male,50,Beauty,1,300,132,300,21:56:00
480,2022-12-22,126,Female,42,Beauty,4,500,225,2000,22:12:00
492,2023-12-16,4,Male,61,Beauty,4,25,6.5,100,17:52:00
737,2023-03-23,26,Female,33,Clothing,1,50,14,50,21:11:00
1480,2023-11-26,3,Female,42,Beauty,4,500,165,2000,18:05:00
1492,2023-08-26,146,Male,61,Beauty,4,25,10,100,22:09:00
1737,2022-11-14,40,Female,33,Clothing,1,50,14,50,22:32:00
684,2023-06-20,54,Female,28,Clothing,2,500,225,1000,18:02:00
878,2023-10-26,31,Female,20,Clothing,1,30,11.7,30,18:53:00
1684,2023-01-23,43,Female,28,Clothing,2,500,200,1000,21:40:00
1878,2023-01-24,97,Female,20,Clothing,1,30,7.5,30,22:56:00
78,2023-02-17,68,Female,47,Clothing,3,500,265,1500,21:08:00
260,2023-01-19,107,Male,28,Beauty,2,30,10.5,60,21:09:00
455,2023-11-21,134,Male,31,Electronics,4,25,13.25,100,19:15:00
837,2023-01-15,53,Male,18,Beauty,3,30,7.5,90,20:35:00
1078,2023-05-04,16,Female,47,Clothing,3,500,125,1500,22:20:00
1260,2023-07-19,117,Male,28,Beauty,2,30,13.5,60,17:26:00
1455,2022-08-27,32,Male,31,Electronics,4,25,13.75,100,21:35:00
1837,2023-03-29,32,Male,18,Beauty,3,30,8.1,90,20:45:00
45,2022-03-20,121,Female,55,Electronics,1,30,10.5,30,18:27:00
449,2022-01-03,58,Male,25,Electronics,4,50,26.5,200,18:28:00
1045,2022-02-26,110,Female,55,Electronics,1,30,9.9,30,17:28:00
1449,2022-04-26,12,Male,25,Electronics,4,50,23.5,200,18:42:00
904,2022-04-01,43,Male,28,Clothing,1,500,160,500,20:26:00
1904,2022-11-25,117,Male,28,Clothing,1,500,220,500,19:41:00
59,2022-11-14,61,Male,62,Clothing,1,50,27,50,18:28:00
128,2022-12-21,77,Male,25,Beauty,1,500,180,500,22:22:00
186,2022-03-31,92,Male,20,Clothing,4,50,23.5,200,18:15:00
802,2023-09-22,57,Female,46,Beauty,1,30,9.9,30,18:00:00
1059,2022-07-12,89,Male,62,Clothing,1,50,12.5,50,22:05:00
1128,2022-01-04,60,Male,25,Beauty,1,500,135,500,17:35:00
1186,2023-09-10,5,Male,20,Clothing,4,50,18.5,200,18:24:00
1802,2022-07-13,33,Female,46,Beauty,1,30,9.6,30,22:17:00
75,2023-05-15,110,Male,61,Beauty,4,50,13.5,200,20:51:00
447,2023-04-18,37,Male,22,Beauty,4,500,245,2000,17:57:00
528,2023-12-11,102,Female,36,Clothing,2,30,9.6,60,21:51:00
1075,2022-09-14,92,Male,61,Beauty,4,50,21.5,200,19:17:00
1447,2022-05-30,137,Male,22,Beauty,4,500,155,2000,22:21:00
1528,2023-07-06,126,Female,36,Clothing,2,30,12.3,60,19:44:00
759,2023-05-23,75,Male,49,Electronics,2,50,21.5,100,21:21:00
870,2022-04-11,16,Female,46,Electronics,4,30,11.1,120,19:41:00
1759,2022-11-03,102,Male,49,Electronics,2,50,23,100,17:27:00
1870,2023-11-09,119,Female,46,Electronics,4,30,10.5,120,20:38:00
77,2022-04-07,44,Female,47,Clothing,2,50,24,100,20:45:00
381,2022-01-30,63,Female,44,Clothing,4,25,12.25,100,19:05:00
439,2022-05-06,42,Male,50,Clothing,3,25,11.75,75,21:46:00
792,2023-01-04,4,Female,20,Beauty,1,50,26.5,50,22:50:00
1077,2022-12-16,141,Female,47,Clothing,2,50,15,100,18:45:00
1381,2022-10-26,48,Female,44,Clothing,4,25,7.75,100,17:26:00
1439,2023-11-18,76,Male,50,Clothing,3,25,7.25,75,20:53:00
1792,2023-08-26,88,Female,20,Beauty,1,50,26.5,50,17:37:00
176,2023-05-26,53,Female,43,Beauty,2,50,25.5,100,18:15:00
216,2022-11-04,141,Male,62,Electronics,2,50,26.5,100,17:28:00
1176,2023-01-04,34,Female,43,Beauty,2,50,21,100,20:33:00
1216,2023-03-01,23,Male,62,Electronics,2,50,13,100,22:53:00
772,2023-04-14,25,Male,26,Electronics,1,30,16.2,30,21:47:00
1772,2022-02-03,59,Male,26,Electronics,1,30,13.2,30,19:06:00
53,2022-01-06,32,Male,34,Electronics,2,50,22,100,17:57:00
1053,2023-02-10,40,Male,34,Electronics,2,50,20.5,100,21:13:00
43,2023-03-18,118,Female,48,Clothing,1,300,111,300,21:42:00
71,2023-02-16,32,Female,51,Beauty,4,25,11.5,100,19:11:00
93,2022-01-25,148,Female,35,Beauty,4,500,140,2000,20:52:00
302,2023-02-09,26,Male,57,Beauty,2,300,135,600,17:51:00
551,2023-03-21,99,Male,45,Electronics,3,300,141,900,22:45:00
681,2023-08-04,24,Female,43,Electronics,2,30,8.4,60,22:12:00
722,2023-02-24,25,Male,20,Beauty,3,300,162,900,18:35:00
728,2022-06-02,78,Male,51,Electronics,3,50,18,150,19:35:00
829,2022-03-24,52,Male,61,Beauty,3,30,9.6,90,21:31:00
955,2022-01-16,16,Male,58,Clothing,1,25,12.5,25,17:57:00
1043,2023-11-30,20,Female,48,Clothing,1,300,87,300,18:10:00
1071,2023-09-21,155,Female,51,Beauty,4,25,6.75,100,17:38:00
1093,2023-11-06,87,Female,35,Beauty,4,500,270,2000,17:26:00
1302,2022-12-21,20,Male,57,Beauty,2,300,102,600,17:55:00
1551,2023-11-12,84,Male,45,Electronics,3,300,81,900,22:36:00
1681,2022-11-09,53,Female,43,Electronics,2,30,11.1,60,19:32:00
1722,2022-01-30,22,Male,20,Beauty,3,300,159,900,20:38:00
1728,2023-05-23,77,Male,51,Electronics,3,50,25,150,22:30:00
1829,2022-05-30,58,Male,61,Beauty,3,30,12,90,22:37:00
1955,2022-09-15,134,Male,58,Clothing,1,25,6.5,25,21:11:00
144,2022-03-26,119,Female,59,Beauty,3,500,255,1500,22:18:00
474,2022-05-08,145,Female,26,Clothing,3,500,210,1500,17:57:00
1144,2022-12-30,148,Female,59,Beauty,3,500,125,1500,21:27:00
1474,2022-05-15,84,Female,26,Clothing,3,500,255,1500,20:49:00
603,2022-04-18,95,Female,40,Clothing,3,30,14.1,90,20:17:00
661,2022-08-05,10,Female,44,Clothing,4,25,7,100,22:09:00
1603,2023-12-04,132,Female,40,Clothing,3,30,13.2,90,20:50:00
1661,2023-07-07,20,Female,44,Clothing,4,25,6.25,100,19:18:00
143,2023-02-11,118,Female,45,Clothing,1,50,27.5,50,22:20:00
515,2022-02-13,71,Female,49,Clothing,3,300,75,900,20:47:00
1143,2023-05-01,23,Female,45,Clothing,1,50,15,50,21:10:00
1515,2023-02-04,107,Female,49,Clothing,3,300,135,900,21:49:00
304,2023-03-23,59,Female,37,Electronics,2,30,15.6,60,18:35:00
676,2023-07-10,80,Male,63,Electronics,3,500,205,1500,22:13:00
686,2022-01-06,68,Female,28,Electronics,4,50,23.5,200,17:14:00
698,2022-03-17,116,Female,64,Electronics,1,300,123,300,20:56:00
1304,2022-09-26,4,Female,37,Electronics,2,30,9.3,60,22:19:00
1676,2023-09-21,91,Male,63,Electronics,3,500,210,1500,20:22:00
1686,2023-12-10,151,Female,28,Electronics,4,50,26,200,20:41:00
1698,2022-04-07,146,Female,64,Electronics,1,300,105,300,21:50:00
709,2022-09-22,61,Female,19,Electronics,2,500,140,1000,22:32:00
1709,2023-09-13,97,Female,19,Electronics,2,500,185,1000,20:22:00
114,2022-04-17,92,Female,22,Beauty,4,25,9.25,100,20:57:00
359,2022-12-15,122,Male,50,Clothing,1,50,22.5,50,21:49:00
1114,2022-08-18,100,Female,22,Beauty,4,25,12,100,22:19:00
1359,2022-05-17,55,Male,50,Clothing,1,50,19,50,22:21:00
773,2023-01-14,3,Male,25,Electronics,4,500,175,2000,19:10:00
1773,2023-12-12,80,Male,25,Electronics,4,500,165,2000,18:50:00
127,2023-05-20,40,Female,33,Clothing,2,25,7.5,50,19:37:00
213,2023-08-13,113,Male,27,Beauty,3,500,275,1500,20:48:00
487,2023-04-09,36,Male,44,Clothing,4,500,235,2000,21:03:00
495,2022-06-24,131,Male,24,Beauty,2,30,11.7,60,21:06:00
605,2023-10-19,76,Male,37,Electronics,2,500,180,1000,22:24:00
1127,2022-03-15,87,Female,33,Clothing,2,25,13,50,19:26:00
1213,2023-06-21,41,Male,27,Beauty,3,500,185,1500,17:23:00
1487,2023-02-01,131,Male,44,Clothing,4,500,140,2000,19:01:00
1495,2023-03-14,113,Male,24,Beauty,2,30,16.2,60,22:37:00
1605,2022-01-24,2,Male,37,Electronics,2,500,165,1000,19:39:00
105,2023-06-18,82,Female,22,Electronics,1,500,230,500,18:05:00
299,2023-01-25,76,Male,61,Electronics,2,500,230,1000,20:03:00
934,2022-11-22,111,Male,30,Beauty,1,500,240,500,18:20:00
1105,2022-11-12,19,Female,22,Electronics,1,500,270,500,19:09:00
1299,2022-05-08,11,Male,61,Electronics,2,500,250,1000,18:58:00
1934,2022-09-08,69,Male,30,Beauty,1,500,150,500,17:06:00
270,2022-12-17,84,Male,43,Electronics,1,300,117,300,17:46:00
338,2022-02-05,44,Male,54,Beauty,2,50,20,100,21:26:00
543,2022-04-16,121,Male,49,Beauty,2,300,75,600,20:30:00
1270,2022-08-25,84,Male,43,Electronics,1,300,108,300,22:54:00
1338,2022-01-25,31,Male,54,Beauty,2,50,19,100,19:55:00
1543,2022-10-03,73,Male,49,Beauty,2,300,123,600,22:40:00
557,2023-09-27,155,Female,20,Beauty,3,30,12.9,90,20:01:00
702,2023-03-03,66,Female,60,Clothing,2,300,78,600,17:18:00
864,2023-07-31,139,Female,51,Electronics,1,500,215,500,22:16:00
1557,2022-08-04,14,Female,20,Beauty,3,30,10.2,90,17:01:00
1702,2023-07-31,102,Female,60,Clothing,2,300,87,600,21:54:00
1864,2023-04-30,112,Female,51,Electronics,1,500,190,500,21:00:00
254,2022-12-14,104,Male,41,Electronics,1,500,165,500,22:45:00
295,2022-02-01,80,Female,27,Beauty,3,300,105,900,20:23:00
457,2022-11-28,38,Female,58,Beauty,3,300,147,900,22:49:00
668,2022-06-17,135,Female,62,Electronics,3,50,24.5,150,20:33:00
850,2023-09-14,58,Female,26,Beauty,2,500,235,1000,19:01:00
1254,2023-04-12,86,Male,41,Electronics,1,500,180,500,18:24:00
1295,2023-11-04,86,Female,27,Beauty,3,300,81,900,19:28:00
1457,2023-03-25,140,Female,58,Beauty,3,300,108,900,21:31:00
1668,2023-03-13,132,Female,62,Electronics,3,50,14,150,21:40:00
1850,2022-02-16,154,Female,26,Beauty,2,500,240,1000,20:44:00
541,2022-12-25,39,Male,56,Beauty,1,500,215,500,18:37:00
980,2022-10-14,147,Female,31,Electronics,3,25,12.5,75,19:51:00
1541,2023-10-02,57,Male,56,Beauty,1,500,195,500,22:17:00
1980,2023-08-23,112,Female,31,Electronics,3,25,6.5,75,20:30:00
